,date,rank,song,artist,last-week,peak-rank,max-weeks-on-board
311,1968-03-23,88,1941,Tom Northcott,88.0,88,2.0
312,2018-09-15,96,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,79.0,70,8.0
313,2017-08-12,83,1942 Flows,Meek Mill,,83,1.0
314,2007-10-20,100,1973,James Blunt,81.0,73,3.0
315,1996-07-06,47,1979,The Smashing Pumpkins,46.0,12,22.0
316,1970-04-04,70,1984,Spirit,69.0,69,9.0
317,2005-01-22,75,1985,Bowling For Soup,67.0,23,20.0
318,2018-05-12,79,1985 (Intro To The Fall Off),J. Cole,20.0,20,2.0
319,2013-06-08,94,1994,Jason Aldean,76.0,52,11.0
320,2016-05-14,27,1999,Prince,41.0,12,30.0
321,1966-04-30,27,19th Nervous Breakdown,The Rolling Stones,14.0,2,10.0
322,1996-01-06,97,1st Of Tha Month,Bone Thugs-N-Harmony,96.0,14,20.0
323,2007-04-07,96,1st Time,Yung Joc Featuring Marques Houston & Trey Songz,87.0,82,6.0
324,2022-11-13,97,2 Be Loved (Am I Ready),Lizzo,80,55,13.0
325,1998-01-24,49,2 Become 1,Spice Girls,44.0,4,24.0
326,1992-03-21,46,2 Legit 2 Quit,M.C. Hammer,37.0,5,20.0
327,2021-04-03,68,2 Much,Justin Bieber,,68,1.0
328,2014-11-01,43,2 On,Tinashe Featuring ScHoolboy Q,36.0,24,24.0
329,2016-07-09,45,2 Phones,Kevin Gates,42.0,17,25.0
330,2012-12-01,62,2 Reasons,Trey Songz Featuring T.I.,56.0,43,20.0
331,2007-07-14,41,2 Step,Unk,32.0,24,21.0
332,1998-09-26,100,2 Way Street,Missjones,95.0,62,13.0
333,1964-10-31,40,20-75,Willie Mitchell,31.0,31,10.0
334,1985-03-09,94,20/20,George Benson,92.0,48,13.0
335,2020-01-18,94,20/20,Lil Tjay,,94,1.0
336,2010-11-20,88,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,69.0,31,14.0
337,2021-06-26,94,2040,Lil Baby & Lil Durk,31.0,31,2.0
338,2021-11-14,100,2055,Sleepy Hallow,77,51,17.0
339,2020-09-05,100,21,Polo G,99.0,62,8.0
340,2009-11-21,60,21 Guns,Green Day,58.0,22,20.0
341,2003-08-23,49,21 Questions,50 Cent Featuring Nate Dogg,38.0,1,23.0
342,2011-03-19,99,21st Century Girl,WILLOW,,99,1.0
343,2013-07-27,65,22,Taylor Swift,55.0,20,20.0
344,2020-01-25,98,223's,YNW Melly & 9lokknine,85.0,34,19.0
345,2014-03-08,50,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",48.0,11,23.0
346,2022-05-15,98,23,Sam Hunt,75,50,20.0
347,2021-09-11,43,24,Kanye West,,43,1.0
348,2020-11-28,89,24,Money Man Featuring Lil Baby,67.0,49,14.0
349,2021-06-05,92,24 Hours,A Boogie Wit da Hoodie Featuring Lil Durk,,92,1.0
350,2014-10-25,96,24 Hours,TeeFLii Featuring 2 Chainz,90.0,85,7.0
351,2003-11-08,91,24's,T.I.,87.0,78,15.0
352,1989-05-06,95,24/7,Dino,79.0,42,14.0
353,2000-03-18,87,24/7,Kevon Edmonds,84.0,10,20.0
354,2019-08-24,88,24/7,Meek Mill Featuring Ella Mai,83.0,54,19.0
355,2017-08-05,50,24K Magic,Bruno Mars,48.0,4,41.0
356,1986-10-25,84,25 Or 6 To 4,Chicago,63.0,4,20.0
357,2010-07-10,92,25 To Life,Eminem,,92,1.0
358,2022-01-30,92,25k Jacket,Gunna Featuring Lil Baby,67,28,3.0
359,1998-11-28,75,26 Cents,The Wilkinsons,75.0,55,18.0
360,2017-09-09,73,2U,David Guetta Featuring Justin Bieber,64.0,16,11.0
361,2022-08-07,94,2step,Ed Sheeran Featuring Lil Baby,68,48,15.0
362,2010-03-06,72,3,Britney Spears,63.0,1,20.0
363,1991-10-26,83,3 A.M. Eternal,The KLF,71.0,5,19.0
364,2020-10-31,90,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,96.0,43,16.0
365,2019-03-09,74,3 Headed Snake,Gunna Featuring Young Thug,,74,1.0
366,2000-07-29,98,3 Little Words,Nu Flavor,97.0,89,9.0
367,2008-06-28,66,3 Peat,Lil Wayne,,66,1.0
368,1992-07-04,84,3-2-1 Pump,Redhead Kingpin & The F.B.I.,74.0,52,15.0
369,2021-07-31,97,30,Pop Smoke Featuring Bizzy Banks,,97,1.0
370,2015-10-17,92,30 For 30 Freestyle,Drake,88.0,88,2.0
371,1969-03-01,74,30-60-90,Willie Mitchell,74.0,69,5.0
372,1966-04-16,99,3000 Miles,Brian Hyland,,99,1.0
373,2018-07-28,99,31 Days,Future,65.0,65,2.0
374,1963-11-02,97,31 Flavors,The Shirelles,,97,1.0
375,1998-04-18,100,32 Flavors,Alana Davis,93.0,37,20.0
376,2020-05-30,93,33,Polo G,,93,1.0
377,2021-05-15,29,34+35,Ariana Grande,27.0,2,27.0
378,2021-05-22,36,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,29.0,2,28.0
379,2015-06-27,82,3500,Travi$ Scott Featuring Future & 2 Chainz,,82,1.0
380,1993-01-16,98,360 Degrees (What Goes Around),Grand Puba,93.0,68,14.0
381,2019-03-02,86,365,Zedd & Katy Perry,,86,1.0
382,2022-11-20,95,3AM On Glenwood,21 Savage,27,27,2.0
383,2023-12-10,92,3D,Jung Kook & Jack Harlow,72,5,9.0
384,2009-05-16,32,3am,Eminem,,32,1.0
385,1965-10-16,67,3rd Man Theme,Herb Alpert & The Tijuana Brass,47.0,47,6.0
386,1965-03-27,68,4 - By The Beatles,The Beatles,70.0,68,5.0
387,2017-09-09,95,4 AM,2 Chainz Featuring Travis Scott,90.0,55,12.0
388,2012-04-21,96,4 AM,Melanie Fiona,81.0,81,8.0
389,2021-07-24,92,4 Da Gang,42 Dugg & Roddy Ricch,84.0,67,14.0
390,2017-11-11,92,4 Da Gang,Future,,92,1.0
391,2003-08-02,96,4 Ever,Lil' Mo Featuring Fabolous,88.0,37,20.0
392,2007-09-22,96,4 In The Morning,Gwen Stefani,92.0,54,16.0
393,2006-06-24,91,4 Minutes,Avant,77.0,52,14.0
394,2010-05-08,89,4 Minutes,Glee Cast,,89,1.0
395,2008-08-16,69,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,60.0,3,20.0
396,2010-04-24,98,4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,,90,3.0
397,1998-02-07,44,4 Seasons Of Loneliness,Boyz II Men,39.0,1,20.0
398,2016-12-31,29,4 Your Eyez Only,J. Cole,,29,1.0
399,1998-03-14,98,"4, 3, 2, 1","LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P",86.0,75,12.0
400,2000-02-12,94,"4, 5, 6",Sole Featuring JT Money & Kandi,95.0,21,16.0
401,1962-10-13,76,409,The Beach Boys,,76,1.0
402,2020-07-25,99,44 Bulldog,Pop Smoke,39.0,39,2.0
403,2018-04-07,85,44 More,Logic,70.0,22,5.0
404,1964-02-29,62,442 Glenwood Avenue,The Pixies Three,56.0,56,7.0
405,2017-04-15,82,4422,Drake Featuring Sampha,50.0,50,2.0
406,2017-09-30,100,444+222,Lil Uzi Vert,79.0,60,3.0
407,2017-08-05,61,4:44,JAY-Z,35.0,35,2.0
408,2018-06-23,42,4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,,42,1.0
409,1966-08-13,69,5 D (Fifth Dimension),The Byrds,44.0,44,5.0
410,2022-11-13,54,5 Foot 9,Tyler Hubbard,44,22,22.0
411,2023-05-07,97,5 Leaf Clover,Luke Combs,99,33,7.0
412,1997-08-30,91,5 Miles To Empty,Brownstone,70.0,39,16.0
413,1996-07-13,100,5 O'Clock,Nonchalant,85.0,24,20.0
414,2012-02-25,83,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,76.0,10,20.0
415,2009-12-05,84,5 Star,Yo Gotti,79.0,79,2.0
416,2018-08-25,89,5% Tint,Travis Scott,36.0,36,2.0
417,2012-10-06,90,5-1-5-0,Dierks Bentley,93.0,33,20.0
418,1971-01-09,35,5-10-15-20 (25-30 Years Of Love),The Presidents,19.0,11,15.0
419,1994-12-17,98,5-4-3-2 (Yo! Time Is Up),Jade,97.0,72,13.0
420,1978-10-28,95,5.7.0.5.,City Boy,53.0,27,12.0
421,2021-10-09,59,50 Shots,YoungBoy Never Broke Again,,59,1.0
422,1976-04-10,77,50 Ways To Leave Your Lover,Paul Simon,58.0,1,17.0
423,2012-12-08,44,50 Ways To Say Goodbye,Train,28.0,20,20.0
424,1990-01-06,98,500 Miles,Hooters,97.0,97,5.0
425,1963-12-14,41,500 Miles Away From Home,Bobby Bare,33.0,10,11.0
426,2023-12-31,83,500lbs,Lil Tecca,75,51,14.0
427,2021-08-28,100,5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez",,92,2.0
428,1992-07-25,94,57 Channels (And Nothin' On),Bruce Springsteen,81.0,68,6.0
429,1979-11-10,85,5:15,The Who,45.0,45,7.0
430,2011-05-21,44,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,35.0,9,21.0
431,2015-03-07,83,6 God,Drake,,83,1.0
432,2016-05-28,82,6 Inch,Beyonce Featuring The Weeknd,28.0,18,3.0
433,2019-12-28,100,6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,78.0,60,4.0
434,2015-03-07,97,6 Man,Drake,,97,1.0
435,1991-09-21,100,6 Minutes Of Pleasure,LL Cool J,95.0,95,2.0
436,1997-09-27,49,6 Underground,Sneaker Pimps,45.0,45,22.0
437,1966-04-23,33,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,21.0,13,11.0
438,2018-03-24,73,66,Lil Yachty Featuring Trippie Redd,,73,1.0
439,2016-04-16,40,679,Fetty Wap Featuring Remy Boyz,39.0,4,40.0
440,1993-05-01,47,7,Prince And The New Power Generation,39.0,7,23.0
441,1966-10-01,43,7 And 7 Is,Love,33.0,33,10.0
442,2002-04-20,54,7 Days,Craig David,42.0,10,20.0
443,2019-09-14,40,7 Rings,Ariana Grande,43.0,1,33.0
444,1967-07-08,39,7 Rooms Of Gloom,Four Tops,20.0,14,8.0
445,1994-10-29,100,7 Seconds,Youssou N'Dour & Neneh Cherry,100.0,98,4.0
446,2021-02-13,35,7 Summers,Morgan Wallen,23.0,6,24.0
447,2008-09-27,94,7 Things,Miley Cyrus,83.0,9,15.0
448,2016-10-08,46,7 Years,Lukas Graham,45.0,2,36.0
449,1975-10-11,69,7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,56.0,46,17.0
450,2015-04-25,51,7/11,Beyonce,49.0,13,20.0
451,2022-05-22,93,712PM,Future,64,8,3.0
452,2022-07-24,80,7500 OBO,Tim McGraw,66,66,8.0
453,1959-05-04,86,77 Sunset Strip,The Big Sound Of Don Ralke,69.0,69,5.0
454,1982-10-23,93,777-9311,The Time,88.0,88,3.0
455,2023-10-22,81,7969 Santa,Drake,16,16,2.0
456,1968-02-03,96,7:30 Guided Tour,The Five Americans,96.0,96,2.0
457,2021-10-02,92,7am On Bridle Path,Drake,57.0,16,3.0
458,2019-04-13,79,8,Billie Eilish,,79,1.0
459,2018-07-28,98,8 Out Of 10,Drake,59.0,21,3.0
460,1963-09-28,60,8 X 10,Bill Anderson,61.0,53,6.0
461,1999-08-28,58,808,Blaque,53.0,8,20.0
462,2017-02-25,91,80s Mercedes,Maren Morris,89.0,74,13.0
463,1988-03-05,83,853-5937,Squeeze,43.0,32,12.0
464,2021-02-20,76,865,Morgan Wallen,77.0,46,5.0
465,1982-07-24,96,867-5309/jenny,Tommy Tutone,87.0,4,27.0
466,2023-10-29,85,8am In Charlotte,Drake,63,17,3.0
467,2006-07-29,94,8th Of November,Big & Rich,95.0,94,2.0
468,1981-04-04,92,8th Wonder,Sugarhill Gang,82.0,82,9.0
469,2004-08-07,99,8th World Wonder,Kimberley Locke,98.0,49,20.0
470,2016-06-18,87,9,Drake,72.0,45,5.0
471,2010-07-03,57,9 AM In Dallas,Drake,,57,1.0
472,2011-06-04,86,9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,61.0,61,2.0
473,1981-05-23,100,9 To 5,Dolly Parton,91.0,1,26.0
474,1977-01-22,66,"9,999,999 Tears",Dickey Lee,52.0,52,10.0
475,1994-09-24,98,90's Girl,Blackgirl,95.0,71,13.0
476,2001-02-10,96,911,Wyclef Jean Featuring Mary J. Blige,85.0,38,19.0
477,2018-05-26,98,92 Explorer,Post Malone,69.0,40,3.0
478,1994-01-08,96,93 'til Infinity,Souls Of Mischief,85.0,72,9.0
479,2021-06-12,94,95.south,J. Cole,59.0,8,3.0
480,1966-12-10,41,96 Tears,? (Question Mark) & The Mysterians,18.0,1,15.0
481,1967-01-28,96,96 Tears,Big Maybelle,98.0,96,3.0
482,1981-04-25,100,96 Tears,Garland Jeffreys,86.0,66,7.0
483,1967-03-11,49,98.6,Keith,25.0,7,14.0
484,1980-04-12,91,99,Toto,49.0,26,17.0
485,1984-09-01,95,99 1/2,Carol Lynn Townes,93.0,77,9.0
486,1984-05-12,98,99 Luftballons,Nena,94.0,2,23.0
487,1975-05-31,91,99 Miles From L.a.,Albert Hammond,91.0,91,6.0
488,2004-07-24,87,99 Problems,JAY-Z,71.0,30,12.0
489,2012-05-26,58,99 Problems,Tony Lucca,,58,1.0
490,1990-04-07,91,99 Worlds,Peter Wolf,78.0,78,4.0
491,2003-09-20,100,99.9% Sure (I've Never Been Here Before),Brian McComas,94.0,57,11.0
492,1972-12-30,68,992 Arguments,The O'Jays,66.0,57,8.0
493,1994-11-26,100,9th Wonder (Slicker This Year),Digable Planets,95.0,80,7.0
494,2020-05-02,35,@ MEH,Playboi Carti,,35,1.0
495,1993-08-21,94,A Bad Goodbye,Clint Black With Wynonna,83.0,43,11.0
496,1967-10-14,35,A Banda (Ah Bahn-da),Herb Alpert & The Tijuana Brass,36.0,35,6.0
497,2007-11-03,64,A Bay Bay,Hurricane Chris,61.0,7,20.0
498,1968-07-06,46,A Beautiful Morning,The Rascals,27.0,3,13.0
499,1967-05-27,65,A Beautiful Story,Sonny & Cher,53.0,53,5.0
500,1991-08-17,94,A Better Love,Londonbeat,67.0,18,15.0
501,1959-10-05,96,A Big Hunk O' Love,Elvis Presley With The Jordanaires,63.0,1,14.0
502,1999-02-13,100,A Bitter End,Deryl Dodd,94.0,88,7.0
503,2019-06-01,74,A Boy Is A Gun,"Tyler, The Creator",,74,1.0
504,1969-10-11,22,A Boy Named Sue,Johnny Cash,17.0,2,12.0
505,1959-08-24,97,A Boy Without A Girl,Frankie Avalon,70.0,10,14.0
506,1970-01-24,34,A Brand New Me,Dusty Springfield,34.0,24,12.0
507,1963-09-07,75,A Breath Taking Guy,The Supremes,80.0,75,7.0
508,2007-06-16,93,A Broken Wing,Jordin Sparks,66.0,66,2.0
509,2013-11-23,72,A Case Of You,James Wolpert,,72,1.0
510,1961-12-04,71,A Certain Girl,Ernie K-Doe,75.0,71,4.0
511,1980-04-19,96,A Certain Girl,Warren Zevon,57.0,57,7.0
512,1958-09-29,82,A Certain Smile,Johnny Mathis,66.0,22,9.0
513,1984-07-14,96,A Chance For Heaven,Christopher Cross,76.0,76,5.0
514,2009-06-06,56,A Change Is Gonna Come,Adam Lambert,,56,1.0
515,1965-03-13,41,A Change Is Gonna Come,Sam Cooke,31.0,31,7.0
516,1970-03-21,64,A Change Is Gonna Come & People Gotta Be Free/The Declaration,The 5th Dimension,60.0,60,5.0
517,1961-04-10,90,A City Girl Stole My Country Boy,Patti Page,,90,1.0
518,1960-03-14,93,A Closer Walk,Pete Fountain,93.0,93,3.0
519,1966-11-26,83,A Corner In The Sun,Walter Jackson,86.0,83,4.0
520,1960-06-13,79,A Cottage For Sale,Little Willie John,63.0,63,6.0
521,2000-01-15,92,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,75.0,75,3.0
522,1972-05-20,37,A Cowboys Work Is Never Done,Sonny & Cher,19.0,8,13.0
523,1961-05-22,90,A Cross Stands Alone,Jimmy Witter,89.0,89,4.0
524,1992-02-08,94,A Day In My Life (Without You),Lisette Melendez,93.0,49,20.0
525,1966-12-17,65,A Day In The Life Of A Fool,Jack Jones,62.0,62,8.0
526,1994-04-09,99,"A Deeper Love (From ""Sister Act 2"")",Aretha Franklin,92.0,63,9.0
527,1992-05-02,90,A Deeper Love/Pride In The Name Of Love,Clivilles & Cole,84.0,44,17.0
528,1986-08-09,94,A Different Corner,George Michael,80.0,7,16.0
529,2007-09-15,99,A Different World,Bucky Covington,88.0,58,20.0
530,1961-05-08,69,A Dollar Down,The Limeliters,60.0,60,3.0
531,1976-11-27,93,A Dose Of Rock 'N' Roll,Ringo Starr,38.0,26,9.0
532,1974-05-11,78,A Dream Goes On Forever,Todd Rundgren,69.0,69,6.0
533,1990-07-28,94,A Dreams A Dream,Soul II Soul,86.0,85,5.0
534,1990-04-21,93,A Face In The Crowd,Tom Petty,81.0,46,8.0
535,2007-05-05,94,A Feelin' Like That,Gary Allan,,94,1.0
536,2003-11-01,99,A Few Questions,Clay Walker,85.0,55,13.0
537,1976-12-04,95,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,36.0,1,28.0
538,1963-11-23,53,A Fine Fine Boy,Darlene Love,54.0,53,6.0
539,1984-06-09,93,A Fine Fine Day,Tony Carey,78.0,22,15.0
540,1960-11-21,62,A Fool In Love,Ike & Tina Turner,56.0,27,13.0
541,1964-03-14,32,A Fool Never Learns,Andy Williams,20.0,13,10.0
542,1974-01-26,67,A Fool Such As I,Bob Dylan,55.0,55,7.0
543,1970-02-21,90,A Friend In The City,Andy Kim,90.0,90,2.0
544,1975-10-11,72,A Friend Of Mine Is Going Blind,John Dawson Read,77.0,72,4.0
545,1962-04-07,87,A Girl Has To Know,The G-Clefs,81.0,81,5.0
546,1984-11-24,92,A Girl In Trouble (Is A Temporary Thing),Romeo Void,79.0,35,13.0
547,2018-02-17,98,A Girl Like You,Easton Corbin,,98,1.0
548,1959-08-17,87,A Girl Like You,Gary Stites,83.0,80,5.0
549,1990-04-21,95,A Girl Like You,The Smithereens,87.0,38,20.0
550,1967-09-09,34,A Girl Like You,The Young Rascals,17.0,10,9.0
551,1995-12-23,87,"A Girl Like You (From ""Empire Records"")",Edwyn Collins,73.0,32,9.0
552,1959-08-31,89,A Girl's Work Is Never Done,The Chordettes,93.0,89,3.0
553,2001-03-17,99,A Good Day To Run,Darryl Worley,86.0,76,9.0
554,1986-04-19,82,A Good Heart,Feargal Sharkey,74.0,74,6.0
555,2007-01-06,88,A Great Big Sled,The Killers Featuring Toni Halliday,,54,2.0
556,1966-07-09,44,A Groovy Kind Of Love,The Mindbenders,23.0,2,13.0
557,2015-05-30,52,A Guy Walks Into A Bar,Tyler Farr,51.0,51,20.0
558,2017-03-25,100,A Guy With A Girl,Blake Shelton,91.0,42,17.0
559,1964-12-19,82,A Happy Guy,Rick Nelson,88.0,82,4.0
560,1966-02-26,38,A Hard Day's Night,Ramsey Lewis Trio,29.0,29,6.0
561,1964-10-10,50,A Hard Day's Night,The Beatles,24.0,1,13.0
562,1966-12-31,46,A Hazy Shade Of Winter,Simon & Garfunkel,28.0,13,9.0
563,1981-10-03,99,A Heart In New York,Art Garfunkel,91.0,66,9.0
564,2023-12-31,5,A Holly Jolly Christmas,Burl Ives,5,4,39.0
565,1972-05-20,20,A Horse With No Name,America,10.0,1,14.0
566,1964-08-29,75,A House Is Not A Home,Brook Benton,79.0,75,7.0
567,1964-09-05,80,A House Is Not A Home,Dionne Warwick,71.0,71,6.0
568,2010-05-15,70,A House Is Not A Home,Glee Cast,,70,1.0
569,1959-03-30,92,A House Of Love,Scott Garrett,,92,1.0
570,1958-12-15,94,"A House, A Car And A Wedding Ring",Dale Hawkins,89.0,88,5.0
571,1958-12-01,93,"A House, A Car And A Wedding Ring",Mike Preston,,93,1.0
572,1961-06-26,45,A Hundred Pounds Of Clay,Gene McDaniels,26.0,3,15.0
573,1975-04-19,81,A Hurricane Is Coming Tonite,Carol Douglas,88.0,81,2.0
574,1986-08-30,94,A Kind Of Magic,Queen,81.0,42,11.0
575,1960-10-10,95,A Kookie Little Paradise,Jo Ann Campbell,71.0,61,9.0
576,2006-11-25,100,A La Primera Persona,Alejandro Sanz,,100,1.0
577,1980-04-05,95,A Lesson In Leavin',Dottie West,73.0,73,5.0
578,1963-07-20,85,A Letter From Betty,Bobby Vee,,85,2.0
579,1959-01-05,65,A Letter To An Angel,Jimmy Clanton,59.0,25,12.0
580,1967-12-16,93,A Letter To Dad,Every Father's Teenage Son,93.0,93,4.0
581,1973-04-21,40,A Letter To Myself,The Chi-lites,33.0,33,11.0
582,1964-04-04,85,A Letter To The Beatles,The Four Preps,86.0,85,3.0
583,2017-08-05,75,A Lie,French Montana Featuring The Weeknd & Max B,,75,1.0
584,1981-08-08,94,A Life Of Illusion,Joe Walsh,59.0,34,12.0
585,1965-11-06,71,A Lifetime Of Loneliness,Jackie DeShannon,66.0,66,6.0
586,2013-10-05,65,A Light That Never Comes,Linkin Park X Steve Aoki,,65,1.0
587,1973-05-26,91,A Little Bit Like Magic,King Harvest,92.0,91,4.0
588,2008-08-23,11,A Little Bit Longer,Jonas Brothers,,11,1.0
589,1967-05-27,33,"A Little Bit Me, A Little Bit You",The Monkees,20.0,2,10.0
590,1976-11-27,94,A Little Bit More,Dr. Hook,94.0,11,24.0
591,1967-09-02,67,A Little Bit Now,The Dave Clark Five,67.0,67,4.0
592,1962-12-22,63,A Little Bit Now (A Little Bit Later),The Majors,63.0,63,6.0
593,1997-08-16,74,A Little Bit Of Ecstasy,Jocelyn Enriquez,78.0,55,20.0
594,1965-08-07,42,A Little Bit Of Heaven,Ronnie Dove,20.0,16,10.0
595,1986-05-31,98,A Little Bit Of Love (Is All It Takes),New Edition,94.0,38,15.0
596,1965-01-02,95,A Little Bit Of Soap,Garnet Mimms,,95,1.0
597,1970-07-25,66,A Little Bit Of Soap,Paul Davis,52.0,52,12.0
598,1966-03-05,61,A Little Bit Of Soap,The Exciters,58.0,58,6.0
599,1961-10-09,61,A Little Bit Of Soap,The Jarmels,40.0,12,10.0
600,2011-06-04,49,A Little Bit Stronger,Sara Evans,45.0,34,21.0
601,1985-10-12,99,A Little Bit of Heaven,Natalie Cole,97.0,81,6.0
602,1962-03-24,54,A Little Bitty Tear,Burl Ives,38.0,9,14.0
603,1962-02-03,87,A Little Bitty Tear,Wanda Jackson,84.0,84,3.0
604,1961-09-25,73,A Little Dog Cried,Jimmie Rodgers,71.0,71,4.0
605,1961-06-05,91,A Little Feeling (Called Love),Jack Scott,100.0,91,2.0
606,2001-01-20,99,A Little Gasoline,Terri Clark,99.0,75,6.0
607,1983-12-10,88,A Little Good News,Anne Murray,88.0,74,9.0
608,1981-05-09,93,A Little In Love,Cliff Richard,75.0,17,22.0
609,1980-11-01,94,A Little Is Enough,Pete Townshend,72.0,72,4.0
610,1968-11-02,77,A Little Less Conversation,Elvis Presley With The Jordanaires,69.0,69,4.0
611,2002-09-07,86,A Little Less Conversation,Elvis Presley vs JXL,61.0,50,9.0
612,2006-07-01,91,"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,82.0,65,13.0
613,1990-05-26,97,A Little Love,Corey Hart,90.0,37,11.0
614,1984-08-04,96,A Little Love,Juice Newton,72.0,44,10.0
615,1979-02-10,61,A Little Lovin' (Keeps The Doctor Away),The Raes,61.0,61,9.0
616,2010-06-05,94,A Little More Country Than That,Easton Corbin,90.0,42,20.0
617,1979-04-07,55,A Little More Love,Olivia Newton-John,20.0,3,20.0
618,2016-12-17,87,A Little More Summertime,Jason Aldean,64.0,52,13.0
619,2013-06-08,93,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",77.0,77,2.0
620,1999-01-02,98,A Little Past Little Rock,Lee Ann Womack,96.0,43,10.0
621,1968-01-27,87,A Little Rain Must Fall,The Epic Splendor,87.0,87,7.0
622,1989-04-01,92,A Little Respect,Erasure,68.0,14,17.0
623,2006-09-09,93,A Little Too Late,Toby Keith,75.0,53,15.0
624,1962-02-10,87,A Little Too Much,Clarence Henry,81.0,77,5.0
625,2015-02-21,94,A Little Too Much,Shawn Mendes,,94,1.0
626,1964-07-11,84,A Little Toy Balloon,Danny Williams,86.0,84,4.0
627,1965-09-11,60,A Little You,Freddie And The Dreamers,53.0,48,7.0
628,1972-10-28,81,A Lonely Man/The Man & The Woman (The Boy & The Girl),The Chi-lites,57.0,57,5.0
629,2016-12-17,69,A Lonely Night,The Weeknd,,69,1.0
630,1971-09-11,92,"A Long Time, A Long Way To Go",Runt-Todd Rundgren,92.0,92,2.0
631,2001-06-16,90,A Long Walk,Jill Scott,93.0,43,19.0
632,2019-06-08,49,A Lot,21 Savage,46.0,12,23.0
633,2003-03-08,96,A Lot Of Things Different,Kenny Chesney,94.0,55,15.0
634,1986-04-19,99,A Love Bizarre,Sheila E.,87.0,11,23.0
635,1961-06-12,57,A Love Of My Own,Carla Thomas,56.0,56,6.0
636,1963-05-25,45,A Love She Can Count On,The Miracles,38.0,31,9.0
637,1963-11-02,57,A Love So Fine,The Chiffons,44.0,40,9.0
638,1982-12-18,94,A Love Song,Kenny Rogers,94.0,47,10.0
639,1967-12-16,82,A Love That's Real,The Intruders,82.0,82,3.0
640,1966-05-14,95,A Lover's Concerto,Mrs. Miller,96.0,95,2.0
641,1966-05-07,71,A Lover's Concerto,Sarah Vaughan,63.0,63,6.0
642,1965-12-18,48,A Lover's Concerto,The Toys,37.0,2,15.0
643,1980-08-09,88,A Lover's Holiday,Change,52.0,40,13.0
644,1959-11-02,79,A Lover's Prayer,Dion & The Belmonts,77.0,73,3.0
645,1959-03-23,77,A Lover's Question,Clyde McPhatter,53.0,6,24.0
646,1961-02-27,98,A Lover's Question,Ernestine Anderson,,98,1.0
647,1975-10-25,89,A Lover's Question,Loggins & Messina,91.0,89,2.0
648,1969-04-05,57,A Lover's Question,Otis Redding,48.0,48,6.0
649,1981-11-14,99,A Lucky Guy,Rickie Lee Jones,92.0,64,7.0
650,1971-05-15,82,A Mama And A Papa,Ray Stevens,85.0,82,3.0
651,1999-12-04,87,A Man Ain't Made Of Stone,Randy Travis,82.0,82,4.0
652,1968-12-21,42,A Man And A Half,Wilson Pickett,42.0,42,6.0
653,1966-11-19,88,A Man And A Woman,Tamiko Jones with Herbie Mann,88.0,88,2.0
654,1998-08-08,97,A Man Holdin' On (To A Woman Lettin' Go),Ty Herndon,96.0,81,10.0
655,1979-02-03,98,A Man I'll Never Be,Boston,52.0,31,12.0
656,1968-03-09,63,A Man Needs A Woman,James Carr,63.0,63,10.0
657,2014-02-15,89,A Man Who Was Gonna Die Young,Eric Church,,89,1.0
658,1968-07-06,41,A Man Without Love (Quando M'innamoro),Engelbert Humperdinck,31.0,19,9.0
659,1986-12-06,86,A Matter Of Trust,Billy Joel,62.0,10,18.0
